task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
105	fa/ff453b	68018	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:53:59.793	2m 20s	2s	829.3%	149.4 MB	2.6 GB	26.6 MB	15.9 KB
108	d9/d8b290	68692	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:54:07.964	2m 16s	0ms	78.1%	2.1 MB	9.8 MB	1.8 MB	1.6 KB
110	c0/4d9d67	69349	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:54:12.572	2m 16s	0ms	107.2%	1.7 MB	11.2 MB	283.4 KB	210.6 KB
109	73/3c07a8	70329	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:54:20.219	2m 12s	0ms	108.5%	1.7 MB	11.2 MB	337.7 KB	264.9 KB
55	90/6df754	69577	NFCORE_RNASEQ:RNASEQ:DUPRADAR (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-07-04 14:54:16.373	2m 19s	4s	399.1%	210.4 MB	8.5 GB	29.7 MB	95.9 KB
66	1a/e756b6	70810	NFCORE_RNASEQ:RNASEQ:DUPRADAR (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-07-04 14:54:24.668	2m 15s	4s	306.9%	214.3 MB	8.5 GB	37.6 MB	96 KB
94	2d/60108c	70808	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT_REP2)	COMPLETED	0	2023-07-04 14:54:24.663	2m 18s	4s	303.1%	212.8 MB	8.5 GB	36.8 MB	92.6 KB
111	10/cd9bae	71947	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-07-04 14:54:30.764	2m 16s	0ms	104.5%	1.2 MB	17.3 MB	434 KB	90.6 KB
70	49/4c3047	72216	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:54:33.086	2m 18s	2s	477.2%	311.8 MB	9 GB	24.3 MB	536.4 KB
56	65/21dbe8	72494	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-07-04 14:54:37.375	2m 17s	2s	525.3%	287.2 MB	8.6 GB	22.6 MB	479.1 KB
63	30/96bd6a	73178	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-07-04 14:54:41.798	2m 18s	3s	428.9%	445.5 MB	9.8 GB	30.6 MB	6.2 MB
112	ba/0c2866	73977	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-07-04 14:54:50.009	2m 13s	0ms	106.8%	1.2 MB	17.3 MB	628.5 KB	105.1 KB
96	87/7c031a	73340	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT_REP2)	COMPLETED	0	2023-07-04 14:54:46.304	2m 20s	4s	407.0%	463.9 MB	10 GB	30.1 MB	5.9 MB
122	76/55e89e	74115	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (WT_REP2)	COMPLETED	0	2023-07-04 14:54:51.016	2m 19s	0ms	76.5%	2.1 MB	9.8 MB	1.8 MB	1.5 KB
113	35/93b0f7	74511	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (WT_REP1)	COMPLETED	0	2023-07-04 14:54:53.592	2m 20s	1s	165.1%	7.6 MB	1.7 GB	13 MB	6.3 MB
114	51/a1f0cd	74701	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WT_REP1)	COMPLETED	0	2023-07-04 14:54:58.324	2m 19s	4s	163.8%	958.9 MB	1.1 GB	11.2 MB	30.7 KB
130	1f/bb6ef0	75177	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-07-04 14:55:07.847	2m 13s	0ms	106.0%	1.2 MB	17.3 MB	820.9 KB	120 KB
119	26/730883	75117	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WT_REP2)	COMPLETED	0	2023-07-04 14:55:06.842	2m 17s	2s	687.8%	155.4 MB	2.6 GB	21.3 MB	1.6 KB
117	15/681eb5	75623	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT_REP2)	COMPLETED	0	2023-07-04 14:55:11.556	2m 17s	2s	707.2%	150.8 MB	2.6 GB	21.2 MB	1.2 KB
120	f3/eecacc	75973	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WT_REP2)	COMPLETED	0	2023-07-04 14:55:15.527	2m 17s	2s	730.6%	152.6 MB	2.6 GB	26.8 MB	23 KB
115	45/490a37	76185	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WT_REP2)	COMPLETED	0	2023-07-04 14:55:19.337	2m 17s	3s	531.3%	148.8 MB	2.6 GB	26.8 MB	1.8 MB
121	ee/c53272	77143	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT_REP2)	COMPLETED	0	2023-07-04 14:55:24.237	2m 16s	2s	689.3%	148.4 MB	2.6 GB	21.2 MB	709 B
116	57/469104	77492	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT_REP2)	COMPLETED	0	2023-07-04 14:55:28.085	2m 16s	2s	868.7%	152.8 MB	2.6 GB	26.8 MB	15.9 KB
118	0a/0e0c46	77639	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (WT_REP2)	COMPLETED	0	2023-07-04 14:55:31.522	2m 16s	3s	826.4%	150.5 MB	2.6 GB	26.9 MB	88.8 KB
123	18/f00fa9	78323	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WT_REP2)	COMPLETED	0	2023-07-04 14:55:34.920	2m 17s	0ms	103.1%	1.7 MB	11.2 MB	243.7 KB	171 KB
124	25/73f54a	78768	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT_REP2)	COMPLETED	0	2023-07-04 14:55:38.773	2m 17s	0ms	109.3%	1.7 MB	11.2 MB	305.5 KB	232.7 KB
131	70/55d250	78933	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-07-04 14:55:42.427	2m 17s	0ms	101.1%	1.2 MB	17.3 MB	635.8 KB	105.4 KB
129	af/bb3fbf	79098	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_SE_TRANSCRIPT (salmon_tx2gene.tsv)	COMPLETED	0	2023-07-04 14:55:46.204	2m 18s	10s	223.0%	402.7 MB	8.5 GB	48.2 MB	13.6 KB
127	10/57c74c	79171	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_SE_GENE_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2023-07-04 14:55:49.518	2m 19s	10s	220.8%	408.2 MB	8.5 GB	48.2 MB	15.9 KB
128	ba/503c34	79553	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_SE_GENE_LENGTH_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2023-07-04 14:55:54.085	2m 19s	11s	210.7%	406.3 MB	8.5 GB	48.2 MB	15.9 KB
126	5e/453290	80456	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_SE_GENE (salmon_tx2gene.tsv)	COMPLETED	0	2023-07-04 14:55:57.804	2m 20s	9s	227.6%	399.9 MB	8.5 GB	48.2 MB	13.6 KB
125	3b/78c958	81290	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_SALMON	COMPLETED	0	2023-07-04 14:56:01.388	2m 21s	15s	177.3%	662 MB	8.7 GB	67.8 MB	55.7 KB
132	9b/09b2f4	83902	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:56:28.720	1m 57s	0ms	106.4%	1.2 MB	17.3 MB	685.4 KB	110.9 KB
133	09/caf550	83971	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:56:32.279	1m 58s	0ms	105.3%	1.2 MB	15.8 MB	848.4 KB	123.8 KB
134	cd/092f65	84294	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (WT_REP1)	COMPLETED	0	2023-07-04 14:57:13.596	1m 21s	0ms	128.7%	3.1 MB	220.9 MB	6.4 MB	7.3 KB
135	85/b20a75	84298	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (WT_REP1)	COMPLETED	0	2023-07-04 14:57:13.604	1m 26s	5s	351.3%	2.4 GB	15.9 GB	30.3 MB	7.5 MB
136	b7/e09853	84747	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_TX2GENE (genome_gfp.gtf)	COMPLETED	0	2023-07-04 14:57:17.173	1m 26s	0ms	59.8%	1.3 MB	5.4 MB	2 MB	4.7 KB
137	d4/e2558c	85370	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (WT_REP2)	COMPLETED	0	2023-07-04 14:57:51.671	56.1s	0ms	108.3%	1.4 MB	15.8 MB	566.5 KB	100.2 KB
159	89/118fde	86739	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (WT_REP1)	COMPLETED	0	2023-07-04 14:58:39.641	12s	0ms	100.1%	1.2 MB	15 MB	7.2 MB	8.8 KB
138	b6/0497db	85440	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WT_REP2)	COMPLETED	0	2023-07-04 14:57:56.210	60s	0ms	100.8%	1.2 MB	17.3 MB	751.7 KB	114.3 KB
143	2c/7a31d3	85788	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:58:35.106	24.6s	0ms	109.8%	2.7 MB	12 MB	126.9 KB	4.9 KB
148	b6/5d6378	85758	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP2)	COMPLETED	0	2023-07-04 14:58:35.096	28.3s	0ms	104.2%	2.5 MB	11.8 MB	3.2 MB	5.4 KB
146	ca/810591	85763	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-07-04 14:58:35.099	31.9s	0ms	99.5%	1.6 MB	5.4 MB	126.5 KB	4.9 KB
152	a5/711963	85772	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP1)	COMPLETED	0	2023-07-04 14:58:35.103	35.4s	0ms	97.1%	1.6 MB	5.4 MB	127.5 KB	4.9 KB
141	e4/1d4dac	85802	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-07-04 14:58:35.110	38.9s	0ms	101.1%	2.5 MB	11.8 MB	1.6 MB	5.3 KB
140	32/7aecad	85850	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-07-04 14:58:35.116	42.5s	0ms	118.7%	3.2 MB	222.1 MB	1.6 MB	49.9 KB
149	12/52c35b	85813	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP2)	COMPLETED	0	2023-07-04 14:58:35.111	46.9s	0ms	91.0%	1.6 MB	5.4 MB	126.3 KB	4.9 KB
153	cc/483a82	85864	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP1)	COMPLETED	0	2023-07-04 14:58:35.118	50.7s	1s	129.7%	2.1 MB	11.8 MB	6.4 MB	78.7 KB
151	74/515537	85755	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP1)	COMPLETED	0	2023-07-04 14:58:35.089	54.6s	0ms	120.8%	3.2 MB	220.9 MB	6.4 MB	5.4 KB
139	55/57e5fa	85768	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-07-04 14:58:35.101	59.1s	0ms	110.9%	1.6 MB	5.4 MB	126.3 KB	4.9 KB
144	38/6f3f23	85795	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:58:35.108	1m 4s	0ms	122.3%	3.5 MB	222.2 MB	3 MB	54.3 KB
150	9a/1b2f49	85824	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP2)	COMPLETED	0	2023-07-04 14:58:35.113	1m 8s	0ms	121.8%	3.8 MB	222.2 MB	3.2 MB	79.7 KB
147	d0/dc9009	85835	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-07-04 14:58:35.115	1m 12s	0ms	126.5%	3.5 MB	222.2 MB	3.5 MB	78.5 KB
145	a0/ab2c15	85756	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-07-04 14:58:35.093	1m 15s	0ms	108.2%	3.2 MB	220.9 MB	3.5 MB	5.4 KB
142	26/a403c2	85779	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:58:35.104	1m 19s	0ms	107.0%	3.2 MB	220.9 MB	3 MB	5.3 KB
158	ab/417a4c	86724	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT_REP1)	COMPLETED	0	2023-07-04 14:58:39.639	1m 18s	0ms	129.9%	3.1 MB	220.9 MB	6.9 MB	7.3 KB
154	d0/eb07ec	86709	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (WT_REP1)	COMPLETED	0	2023-07-04 14:58:39.633	1m 21s	1s	101.2%	1.7 MB	8.9 MB	7.1 MB	121.6 KB
156	1d/13dfc1	86708	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT_REP1)	COMPLETED	0	2023-07-04 14:58:39.630	1m 25s	1s	106.9%	1.3 MB	17.9 MB	14.3 MB	1.1 MB
157	af/c1410b	86716	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT_REP1)	COMPLETED	0	2023-07-04 14:58:39.636	1m 29s	5s	374.9%	661.2 MB	10.8 GB	39.2 MB	11.6 MB
155	1f/f7d9cf	86835	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT_REP1)	COMPLETED	0	2023-07-04 14:58:39.658	1m 33s	5s	313.0%	219.4 MB	8.5 GB	50.5 MB	98.3 KB
161	00/2444b8	90840	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (WT_REP1)	COMPLETED	0	2023-07-04 14:58:51.739	1m 24s	0ms	92.4%	2.1 MB	9.8 MB	1.8 MB	1.5 KB
160	03/d4a295	89245	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_TXIMPORT	COMPLETED	0	2023-07-04 14:58:43.364	1m 37s	15s	175.9%	402.9 MB	8.5 GB	68.7 MB	62.7 KB
176	25/d90c52	91476	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:59:57.376	27.4s	0ms	110.3%	2.9 MB	220.9 MB	3.2 MB	5.3 KB
181	35/d21357	91684	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP1)	COMPLETED	0	2023-07-04 14:59:57.399	31.9s	0ms	131.8%	3.8 MB	222.1 MB	6.9 MB	78.7 KB
169	f1/4032e2	91560	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-07-04 14:59:57.389	36s	0ms	117.0%	1.8 MB	9.5 MB	1.7 MB	49.9 KB
168	38/c5bdea	91662	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-07-04 14:59:57.397	39.8s	0ms	98.8%	2.5 MB	11.8 MB	136 KB	4.9 KB
175	53/0b67b9	91538	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:59:57.386	43.8s	0ms	97.4%	1.6 MB	5.4 MB	138.9 KB	4.9 KB
186	0a/611916	98189	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE_LENGTH_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2023-07-04 15:00:20.424	25.3s	11s	186.4%	404.9 MB	8.5 GB	48.2 MB	15.9 KB
179	5e/4dcae0	91711	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP2)	COMPLETED	0	2023-07-04 14:59:57.400	52s	0ms	112.7%	2.7 MB	28 MB	3.5 MB	5.4 KB
182	ca/a7f389	91580	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT_REP1)	COMPLETED	0	2023-07-04 14:59:57.391	55.5s	0ms	118.2%	1.9 MB	11.6 MB	6.9 MB	5.4 KB
173	83/6ea261	91626	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-07-04 14:59:57.394	59.9s	0ms	112.2%	1.8 MB	11.4 MB	3.7 MB	5.4 KB
172	2c/290d47	91507	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-07-04 14:59:57.383	1m 4s	0ms	109.5%	1.6 MB	5.4 MB	139 KB	4.9 KB
174	6c/dd5ac2	91489	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-07-04 14:59:57.379	1m 8s	0ms	130.5%	3.7 MB	222.4 MB	3.2 MB	54.3 KB
171	d9/639721	91500	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-07-04 14:59:57.381	1m 11s	0ms	123.4%	3 MB	222.2 MB	3.7 MB	78.5 KB
170	57/4e5d31	91528	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-07-04 14:59:57.384	1m 15s	0ms	101.8%	2.9 MB	220.9 MB	1.7 MB	5.3 KB
177	df/35f307	91599	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT_REP2)	COMPLETED	0	2023-07-04 14:59:57.392	1m 19s	0ms	121.8%	1.9 MB	11.8 MB	3.5 MB	79.7 KB
180	87/bcbdb1	91644	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP1)	COMPLETED	0	2023-07-04 14:59:57.396	1m 23s	0ms	104.4%	1.9 MB	11.6 MB	138.3 KB	4.9 KB
178	2b/0c6ba1	91731	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT_REP2)	COMPLETED	0	2023-07-04 14:59:57.402	1m 27s	0ms	104.2%	1.6 MB	5.4 MB	138.3 KB	4.9 KB
162	bd/a7fc75	91469	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WT_REP1)	COMPLETED	0	2023-07-04 14:59:57.374	1m 31s	3s	459.8%	150.2 MB	2.5 GB	24.7 MB	1.6 KB
165	74/5e4662	91453	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT_REP1)	COMPLETED	0	2023-07-04 14:59:57.368	1m 35s	3s	279.5%	97.3 MB	2.6 GB	24.6 MB	1.2 KB
164	29/dd2929	91451	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT_REP1)	COMPLETED	0	2023-07-04 14:59:57.363	1m 39s	3s	403.8%	140.7 MB	2.6 GB	24.6 MB	710 B
185	d4/81692b	96933	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT_REP1)	COMPLETED	0	2023-07-04 15:00:04.884	1m 36s	0ms	103.7%	1.7 MB	11.2 MB	369.9 KB	297.2 KB
166	c5/da4598	91461	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT_REP1)	COMPLETED	0	2023-07-04 14:59:57.373	1m 47s	3s	535.7%	180.4 MB	5.1 GB	30.3 MB	15.9 KB
163	46/4d7f0d	91452	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WT_REP1)	COMPLETED	0	2023-07-04 14:59:57.366	1m 51s	3s	509.8%	140.9 MB	2.6 GB	30.3 MB	33.6 KB
184	ab/12eb33	96927	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WT_REP1)	COMPLETED	0	2023-07-04 15:00:04.881	1m 47s	0ms	108.3%	1.7 MB	11.2 MB	319.6 KB	246.8 KB
183	22/ff728d	91481	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (WT_REP1)	COMPLETED	0	2023-07-04 14:59:57.378	1m 59s	3s	480.8%	220.1 MB	5.1 GB	30.3 MB	103.5 KB
167	66/a47337	91455	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WT_REP1)	COMPLETED	0	2023-07-04 14:59:57.370	2m 3s	6s	335.7%	108.2 MB	2.6 GB	30.3 MB	3.2 MB
187	ff/54ff8e	98198	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE (salmon_tx2gene.tsv)	COMPLETED	0	2023-07-04 15:00:20.427	1m 45s	10s	181.1%	406.4 MB	8.5 GB	48.2 MB	13.6 KB
190	9c/201ded	98177	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_TRANSCRIPT (salmon_tx2gene.tsv)	COMPLETED	0	2023-07-04 15:00:20.414	1m 49s	10s	184.3%	403.4 MB	8.5 GB	48.2 MB	13.6 KB
188	ca/ecd0e3	98179	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_SE_GENE_SCALED (salmon_tx2gene.tsv)	COMPLETED	0	2023-07-04 15:00:20.418	1m 54s	11s	170.4%	403.4 MB	8.5 GB	48.2 MB	15.9 KB
189	44/c72ab7	98176	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_STAR_SALMON	COMPLETED	0	2023-07-04 15:00:20.410	1m 58s	17s	156.5%	660.8 MB	8.7 GB	67.8 MB	55.6 KB
191	2f/421188	103389	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WT_REP1)	COMPLETED	0	2023-07-04 15:01:40.586	42.9s	0ms	104.4%	1.2 MB	17.3 MB	945.1 KB	131.6 KB
